id,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Yaw,Pitch,Roll,Pressure,Temperature,Alttitude
5733,0.67,-1.04,1.08,-97.52,71.6,-53.08,20.89,-35.71,27.15,444.41,20.23,8548.33
5734,0.33,-0.52,0.41,-26.67,30.37,7.0,-2.15,-16.37,7.82,667.77,10.0,6381.67
5735,-0.19,0.34,-0.48,7.48,-14.89,37.45,-37.11,-5.85,-0.41,684.92,8.3,5756.67
5736,-0.78,0.75,-0.89,52.75,-74.97,67.89,-60.15,13.49,-19.75,685.19,13.52,5760.0
5737,-0.82,1.0,-0.67,64.19,-56.78,41.97,-74.64,14.63,-16.04,462.06,23.75,7926.67
5738,-0.86,1.08,-0.71,74.97,-67.89,60.15,-63.86,24.6,-23.45,241.28,16.82,10006.67
5739,-0.56,0.93,-0.75,86.08,-56.45,49.04,-67.56,35.71,-27.15,241.25,2.96,10006.67
5740,-0.86,0.89,-0.86,49.04,-86.08,49.04,-53.08,34.56,-30.86,241.28,8.18,10016.67
5741,-0.71,0.41,-0.71,38.26,-100.56,60.49,-53.08,34.56,-30.86,241.28,8.18,10033.33
5742,-1.01,0.56,-0.67,27.15,-112.01,71.6,-45.67,30.86,-24.6,241.35,15.11,10036.67
5743,-0.71,0.6,-0.56,64.19,-82.38,71.6,-49.37,41.97,-28.3,241.32,1.26,10023.33
5744,-0.86,1.08,-0.71,74.97,-67.89,60.15,-60.15,32.0,-20.89,241.28,-0.33,10020.0
5745,-0.15,0.3,-0.11,55.63,-15.22,3.78,-37.11,8.96,-10.37,241.05,-10.67,10016.67
5746,-0.08,0.11,-0.3,44.19,-33.41,7.48,-47.89,-1.0,-2.97,417.76,-14.08,9603.33
5747,0.33,-0.56,0.37,-26.67,0.74,-37.45,-12.93,-11.52,5.26,417.53,-0.37,9606.67
5748,0.33,-0.45,0.45,-26.67,30.37,-15.22,-16.63,-7.82,15.22,417.56,15.15,9606.67
5749,0.22,-0.52,0.41,-26.67,48.56,7.0,-5.85,-8.96,15.22,485.66,16.96,7106.67
5750,0.11,-0.56,0.45,10.37,48.56,10.7,-3.29,-11.52,26.33,672.09,1.44,6301.67
5751,0.11,-0.67,0.45,10.37,48.56,-11.52,4.11,-7.82,18.93,889.52,-5.3,4333.33
5752,0.08,-0.26,0.37,-15.22,44.85,-41.15,11.52,-0.41,17.78,644.77,3.23,7250.0
5753,0.26,-0.56,0.48,-52.26,37.45,-48.56,18.93,3.29,10.37,458.41,13.56,8051.67
5754,-0.37,0.26,-0.04,-25.52,-44.85,22.3,-7.82,18.93,-2.7,241.18,15.12,10010.0
5755,0.22,-0.48,0.37,-59.34,-25.52,-30.37,18.93,3.29,10.37,470.16,18.53,7635.0
5756,-0.15,0.3,-0.08,22.96,-48.56,3.78,-7.82,18.93,-2.7,470.42,18.53,7631.67
5757,0.67,-0.26,0.15,-18.26,-3.29,-55.63,11.52,-7.82,14.08,470.12,20.23,7645.0
5758,0.74,-0.22,0.3,-18.26,-3.29,-44.19,11.52,-7.82,14.08,240.88,16.82,10026.67
5759,1.08,-0.6,0.67,-63.53,27.15,-89.12,34.56,-34.56,30.86,474.65,8.3,7478.33
5760,0.48,-0.04,0.41,7.33,11.52,-44.19,7.82,-4.11,7.82,474.88,-0.33,7468.33
5761,0.52,-0.0,0.52,32.92,11.52,-26.0,7.82,-4.11,7.82,669.87,4.85,6336.67
5762,0.48,-0.08,0.44,-4.11,11.52,-11.52,4.11,3.29,11.52,435.91,18.56,8888.33
5763,0.34,0.0,0.07,-26.34,7.82,14.41,-6.67,-6.67,18.93,435.87,16.96,8891.67
5764,-0.11,-0.22,0.07,-26.34,44.85,7.0,7.82,-17.78,15.22,494.63,11.82,6808.33
5765,0.0,-0.48,0.3,-26.34,37.45,-18.93,29.71,-15.22,4.11,733.44,5.08,4090.0
5766,0.34,-1.04,1.0,-49.38,71.6,-71.6,67.23,-28.3,23.45,919.64,3.26,3291.67
5767,0.56,-1.12,1.12,-60.49,41.97,-93.82,42.78,-18.34,23.45,665.83,8.41,6506.67
5768,0.75,-0.97,0.86,-49.04,34.56,-82.38,20.89,-28.3,30.86,426.91,11.67,9228.33
5769,0.48,-0.33,0.22,-40.82,0.41,-59.34,-16.63,-15.22,11.52,240.72,13.48,10016.67
5770,0.48,-0.33,0.22,-40.82,0.41,-59.34,-10.37,-21.48,12.67,240.82,-2.04,10013.33
5771,-0.26,0.3,-0.41,7.82,-18.93,11.52,-47.89,-1.0,-2.97,241.22,-2.04,10013.33
5772,-0.19,-0.03,-0.26,18.93,-33.41,4.11,-59.34,1.56,-14.08,411.81,-0.44,9850.0
5773,0.04,0.26,-0.37,30.04,-40.82,33.74,-59.34,1.56,-14.08,411.81,-0.44,9850.0
5774,0.37,-0.3,0.33,7.0,-6.67,-18.93,-18.11,-15.22,-4.7,411.48,-12.48,9850.0
5775,0.37,-0.11,0.48,32.92,11.52,-7.82,-6.67,-17.78,6.41,240.88,-14.08,10020.0
5776,0.15,-0.41,0.59,21.81,18.93,-37.45,-10.37,-14.08,16.37,240.92,1.44,10020.0
5777,0.59,-0.45,0.63,21.81,4.11,-37.45,-6.67,-6.67,18.93,240.88,15.19,10006.67
5778,1.15,-1.04,0.75,-30.86,19.75,-93.82,34.56,-23.45,28.3,410.47,27.12,9878.33
5779,1.38,-0.74,0.41,-27.15,12.34,-64.19,34.56,-20.89,17.19,625.58,27.12,8000.0
5780,1.08,-0.6,0.27,-52.75,27.15,-82.38,24.6,-24.6,24.6,625.65,28.89,8006.67
5781,0.48,-0.26,-0.07,-11.52,11.52,-0.08,-5.85,-8.96,15.22,700.91,16.96,5215.0
5782,-0.26,0.48,-0.59,29.71,-7.82,41.15,-43.37,1.56,7.0,673.16,10.22,6256.67
5783,-0.67,1.01,-1.12,63.53,-41.97,82.38,-78.34,14.63,-12.34,673.26,-3.48,6253.33
5784,-0.3,0.89,-0.67,4.11,-11.52,11.52,-47.89,-1.0,-2.97,428.28,-5.3,9166.67
5785,-0.11,0.59,-0.6,-21.48,-26.0,-2.96,-47.89,-1.0,-6.67,488.34,1.44,7000.0
5786,-0.04,0.44,-0.3,15.56,-22.3,0.74,-47.89,-1.0,-6.67,488.34,1.44,7000.0
5787,0.03,0.0,-0.04,30.04,-29.71,-10.7,-51.6,5.26,-7.82,488.24,16.96,7016.67
5788,-0.0,-0.18,0.04,44.85,-29.71,15.22,-40.82,15.22,-11.52,423.93,3.26,9350.0
5789,0.56,-0.78,0.15,-7.82,-14.07,-41.15,-5.85,4.7,-3.29,423.7,16.96,9346.67
5790,0.34,-0.44,0.0,3.29,-6.67,-11.52,-5.85,2.15,7.82,423.83,16.96,9333.33
5791,0.86,-0.78,0.34,-27.15,27.15,-93.82,20.89,-18.34,23.45,240.58,28.89,9993.33
5792,0.86,-0.78,0.34,-27.15,27.15,-93.82,20.89,-20.89,34.56,240.72,28.89,10000.0
5793,0.37,-0.33,-0.11,-18.93,-32.92,-67.08,-2.15,-8.96,11.52,240.88,30.63,10003.33
5794,0.2,-0.32,0.28,-22.63,-18.11,-44.85,8.96,-7.82,15.22,493.31,18.56,6776.67
5795,-0.43,0.43,-0.13,-7.0,-37.45,7.82,-26.0,5.26,-4.11,493.41,4.85,6766.67
5796,-0.28,0.54,-0.39,7.82,-11.52,33.74,-51.93,8.96,-11.52,493.31,-3.63,6760.0
5797,-0.37,0.67,-0.6,-18.11,-11.52,37.45,-59.34,1.56,-14.08,240.98,-5.3,9993.33
5798,-0.26,0.26,-0.52,-3.3,-26.0,67.08,-41.15,7.82,-15.22,240.95,10.15,9990.0
5799,0.3,-0.63,0.34,-37.45,0.74,-15.22,15.22,-4.11,7.82,240.82,15.11,9993.33
5800,0.07,-0.37,-0.15,33.41,-47.89,18.93,-7.82,18.93,-2.7,436.87,15.11,8826.67
5801,0.63,-0.67,0.34,-15.22,-14.07,-51.93,8.96,-7.82,14.08,436.7,9.89,8830.0
5802,0.15,0.3,-0.45,4.11,-40.82,0.74,-21.48,0.41,-1.56,436.93,13.41,8823.33
5803,0.15,0.3,-0.45,4.11,-40.82,0.74,-51.11,-3.29,-11.52,240.98,22.19,10003.33
5804,-0.08,0.08,-0.26,-7.33,-33.41,11.52,-41.15,7.82,-15.22,241.02,23.89,10010.0
5805,0.41,-0.89,0.52,-26.67,-6.67,-41.15,-20.67,-4.11,7.82,437.96,15.41,8808.33
5806,0.26,-0.56,0.41,-52.26,7.82,-48.56,8.96,-0.41,17.78,438.1,16.97,8795.0
5807,-0.11,0.04,-0.19,4.11,-33.41,-25.52,-35.97,8.96,5.85,647.56,6.63,7125.0
5808,-0.67,0.93,-1.04,38.26,-60.15,56.78,-60.15,32.0,-20.89,450.58,1.26,8326.67
5809,-0.52,0.6,-0.93,63.86,-74.64,64.19,-63.86,24.6,-23.45,450.55,-9.08,8320.0
5810,-0.49,0.53,-1.0,67.56,-74.64,101.23,-75.3,27.15,-34.56,241.22,-3.7,9986.67
5811,-0.56,0.45,-0.6,60.15,-100.56,89.78,-71.6,16.04,-30.86,241.25,10.15,9986.67
5812,-0.64,0.45,-0.56,45.67,-100.56,74.97,-71.6,16.04,-30.86,241.25,27.41,9990.0
5813,-0.78,0.93,-0.71,56.45,-86.08,63.53,-60.15,13.49,-19.75,428.55,27.41,9156.67
5814,-0.56,0.93,-0.75,86.08,-56.45,49.04,-63.86,24.6,-23.45,428.51,13.56,9166.67
5815,0.07,0.59,-0.23,66.74,-22.63,33.41,-37.11,8.96,-10.37,428.31,-3.7,9180.0
5816,0.07,0.59,-0.23,66.74,-22.63,33.41,-18.93,15.22,-11.52,241.15,-2.15,10026.67
5817,-0.0,0.74,-0.52,29.71,-26.33,29.71,-18.93,15.22,-11.52,241.15,-2.15,10030.0
5818,-0.6,1.01,-1.12,52.75,-60.15,82.38,-49.37,41.97,-28.3,241.32,1.26,10033.33
5819,-0.04,0.08,-0.19,7.82,-3.78,33.74,-22.63,26.33,-15.22,425.29,2.96,9311.67
5820,0.44,-0.78,0.67,-11.52,52.59,3.3,7.82,-0.41,1.56,425.12,-0.44,9311.67
5821,0.44,-0.78,0.67,-11.52,52.59,3.3,-14.41,-7.82,-2.15,425.06,4.93,9298.33
5822,0.33,-0.45,0.34,-26.0,30.37,-7.48,-14.41,-7.82,-2.15,240.82,6.63,10010.0
5823,-0.08,0.08,-0.37,4.44,-40.49,15.56,-37.45,15.22,-12.67,241.05,16.97,10000.0
5824,-0.34,0.33,-0.11,-2.96,-51.93,4.11,-15.22,22.63,-8.96,241.12,11.6,9993.33
5825,-0.3,-0.07,0.11,-14.41,-59.34,14.89,-15.22,22.63,-8.96,241.12,8.19,10000.0
5826,0.33,-0.41,0.63,-33.74,-25.52,-0.74,11.52,7.0,4.11,240.85,11.6,10013.33
5827,0.56,-0.59,0.45,-26.34,-14.07,-26.33,18.93,3.29,10.37,471.08,11.6,7603.33
5828,0.11,0.34,-0.3,18.93,-40.82,4.11,-15.22,22.63,-8.96,471.28,4.67,7606.67
5829,-0.15,0.08,-0.22,-18.11,-33.41,-3.29,-18.93,15.22,-11.52,471.32,-9.08,7610.0
5830,-0.3,0.11,-0.22,4.11,-33.41,4.11,-48.56,15.22,-21.48,495.89,4.78,6776.67
5831,0.37,-0.59,0.34,-29.71,-14.07,-37.11,-14.41,-4.11,-2.15,495.69,11.71,6770.0
5832,0.3,-0.26,0.19,-29.71,-6.67,-33.41,-20.67,2.15,-3.29,495.59,27.23,6770.0
5833,0.75,-0.56,0.63,-112.01,41.97,-60.15,32.0,-20.89,17.19,240.62,9.97,10020.0
5834,0.56,-0.82,0.86,-97.52,49.37,-71.6,28.3,-28.3,14.63,240.65,-0.37,10016.67
5835,0.26,-0.56,0.41,-41.15,0.74,-52.26,7.82,-18.93,2.7,240.95,1.37,10000.0
5836,-0.37,-0.18,0.11,41.15,-29.71,-21.81,-22.63,7.82,-14.08,445.87,16.89,8500.0
5837,-0.75,0.38,-0.6,75.3,-70.93,60.49,-49.37,23.45,-27.15,446.07,34.15,8510.0
5838,-0.82,0.71,-0.75,64.19,-56.45,67.89,-63.86,24.6,-23.45,446.0,18.7,8510.0
5839,-0.49,0.78,-0.75,64.19,-56.45,67.89,-63.86,24.6,-23.45,241.25,6.59,10013.33
5840,0.04,0.45,-0.41,33.74,-22.63,-14.41,-43.37,5.26,-4.11,429.52,3.07,9125.0
5841,0.15,0.04,-0.33,48.56,-37.11,15.22,-28.89,4.11,-7.82,429.58,18.52,9135.0
5842,0.71,-0.55,-0.22,-4.11,-21.48,-41.15,5.26,-15.22,11.52,429.38,28.86,9145.0
5843,0.78,-0.48,0.04,3.29,-21.48,-11.52,7.82,-15.22,11.52,240.85,32.37,10026.67
5844,0.41,-0.3,0.26,3.29,-3.29,-37.45,4.11,-14.08,7.82,493.1,18.52,6853.33
5845,0.04,-0.19,0.48,10.7,11.52,-7.82,4.11,-14.08,7.82,699.18,4.78,5298.33
5846,-0.82,0.33,0.14,26.33,-33.74,33.41,-18.93,5.26,-11.52,878.2,1.26,4791.67
5847,0.08,-0.19,0.26,-4.11,-18.11,-22.96,11.52,-11.52,5.26,625.75,-2.15,7971.67
5848,-0.11,0.11,-0.22,15.22,-66.74,-7.33,-18.93,-3.29,-10.37,419.91,15.11,9510.0
5849,0.52,-0.59,0.3,-11.52,15.56,-55.96,7.82,-18.93,2.7,240.95,1.37,10003.33
5850,0.33,-0.78,0.63,-41.15,22.96,-33.74,7.82,-18.93,2.7,240.95,1.37,10003.33
5851,0.74,-1.3,1.34,-71.6,93.82,-56.78,30.86,-30.86,25.74,240.78,-0.37,10016.67
5852,0.63,-1.04,1.08,-97.52,71.6,-53.08,27.15,-27.15,35.71,240.82,15.15,10033.33
5853,0.67,-0.97,1.19,-71.6,101.23,-53.08,30.86,-19.75,38.26,240.78,28.89,10033.33
5854,0.04,-0.26,0.67,-44.85,18.93,-4.44,4.11,3.29,11.52,240.92,16.78,10036.67
5855,-0.41,0.26,-0.0,15.22,-15.22,51.93,-22.63,26.33,-15.22,241.05,4.67,10020.0
5856,-0.75,0.78,-0.75,60.15,-86.08,89.78,-49.37,41.97,-28.3,241.32,1.26,10016.67
5857,-0.11,0.08,-0.22,33.41,-3.78,41.15,-25.19,11.52,-5.26,241.08,9.89,10016.67
5858,0.63,-0.56,0.41,-15.22,15.56,-29.71,5.26,-15.22,11.52,240.92,6.49,10023.33
5859,0.45,-0.15,0.22,-15.22,30.04,-18.93,-24.37,-18.93,1.56,240.78,4.93,10020.0
5860,-0.04,0.71,-0.67,18.93,-15.22,11.52,-59.34,1.56,-14.08,461.8,3.23,7923.33
5861,-0.33,0.82,-0.63,7.48,-0.41,26.0,-63.04,-2.15,-7.82,661.15,6.63,6631.67
5862,-0.15,0.41,-0.45,7.48,-14.89,15.22,-40.82,5.26,-4.11,661.21,1.26,6618.33
5863,-0.3,0.26,-0.08,0.08,-51.93,33.41,-22.63,11.52,-5.26,440.5,1.26,8711.67
5864,0.03,0.19,-0.0,37.11,-66.74,37.11,-18.93,15.22,-11.52,241.15,-2.15,10000.0
5865,-0.15,0.59,-0.19,37.11,-52.26,47.89,-29.71,5.26,-4.11,241.12,-3.74,10006.67
5866,0.48,-0.11,0.33,10.37,30.04,-0.74,-10.37,-14.08,16.37,240.92,1.44,10006.67
5867,0.22,-0.37,0.41,-26.67,37.45,-8.15,-6.67,-6.67,18.93,240.88,15.19,10006.67
5868,0.71,-1.38,1.23,-97.52,64.19,-56.78,30.86,-17.19,27.15,240.65,28.89,10006.67
5869,0.22,-0.59,0.26,-63.37,18.93,-26.33,-18.11,2.15,6.67,483.13,23.71,7163.33
5870,0.15,-0.26,0.11,-63.37,26.33,-22.63,-28.07,1.0,2.97,483.23,13.37,7170.0
5871,-0.03,0.04,-0.0,-26.34,33.74,-15.22,-28.07,-1.56,14.08,669.66,-2.15,6378.33
5872,0.41,-0.82,0.86,-86.41,49.37,-45.67,24.6,-24.6,24.6,617.76,-2.15,8253.33
5873,0.3,-0.86,0.89,-49.38,49.37,-41.97,24.6,-24.6,24.6,617.6,9.97,8260.0
5874,0.71,-0.93,0.82,-74.97,34.56,-60.15,22.04,-32.0,20.89,431.2,22.01,9048.33
5875,0.19,-0.07,-0.0,-14.89,7.82,-0.08,-30.63,-12.67,0.41,240.68,20.45,10003.33
5876,-0.0,0.41,-0.34,30.37,-22.63,26.67,-77.04,0.41,-18.93,240.88,13.71,9993.33
5877,-0.41,0.48,-0.26,55.96,-7.82,44.85,-74.48,7.82,-15.22,427.28,1.67,9205.0
5878,-0.33,0.56,-0.19,41.15,-7.82,15.22,-52.26,15.22,-11.52,427.35,-3.7,9221.67
5879,0.08,-0.26,0.3,-15.22,15.22,-41.15,-3.29,-7.82,15.22,427.18,-0.44,9215.0
5880,0.19,-0.22,0.26,-52.26,15.22,-44.85,0.41,-11.52,5.26,240.85,-0.44,10016.67
5881,0.04,-0.37,0.59,-44.85,-10.7,-26.67,-10.37,-21.48,12.67,240.82,-2.04,10016.67
5882,0.19,-0.08,0.33,-41.15,-18.11,2.96,-12.93,-17.78,6.41,477.3,1.44,7398.33
5883,0.22,-0.0,0.26,-29.71,-18.11,-11.52,-16.63,-11.52,5.26,477.2,16.96,7381.67
5884,0.37,0.15,-0.07,-37.11,7.82,-29.71,-2.15,-12.67,1.56,677.52,25.49,6035.0
5885,0.0,0.18,0.04,-29.71,22.63,-29.71,-2.15,-16.37,7.82,441.04,22.01,8656.67
5886,0.0,0.18,0.04,-29.71,22.63,-29.71,-2.15,-16.37,7.82,633.92,8.3,7621.67
5887,0.08,-0.15,0.19,-18.6,8.15,-37.11,-16.63,-15.22,11.52,433.6,-0.22,8955.0
5888,0.48,-0.22,0.11,-44.19,-6.67,-55.3,-14.07,-7.82,15.22,433.7,5.0,8958.33
5889,0.15,-0.03,-0.26,0.74,-55.3,-21.48,-33.41,8.96,5.85,241.15,13.52,9996.67
5890,0.15,0.15,-0.11,26.67,-37.11,-10.37,-44.85,11.52,-5.26,241.12,20.49,9996.67
5891,-0.04,0.0,0.18,41.15,-0.08,0.41,-41.15,7.82,-15.22,241.08,3.23,10003.33
5892,-0.0,-0.07,0.11,44.85,-0.08,37.45,-41.15,7.82,-15.22,241.08,3.23,10006.67
5893,-0.0,-0.26,-0.04,18.93,-18.26,26.34,-15.22,4.11,-7.82,241.18,11.71,10010.0
5894,-0.11,0.0,-0.3,-7.0,-40.49,30.04,-21.48,10.37,-8.96,241.08,27.23,10016.67
5895,0.04,-0.22,0.26,-30.04,8.15,-22.63,5.26,-5.26,4.11,446.89,16.89,8475.0
5896,0.49,-0.75,0.86,-60.49,79.0,-45.67,32.0,-20.89,17.19,671.16,11.67,6263.33
5897,0.52,-0.67,0.78,-49.04,79.0,-60.15,34.56,-20.89,17.19,671.16,11.67,6243.33
5898,0.52,-0.67,0.78,-49.04,79.0,-60.15,27.15,-24.6,24.6,651.45,11.67,6993.33
5899,0.45,-0.75,0.78,-74.97,49.37,-60.15,30.86,-17.19,27.15,426.95,9.97,9211.67
5900,0.67,-0.97,0.67,-56.78,34.56,-71.6,28.3,-27.15,34.56,615.51,8.19,8343.33
5901,0.19,-0.52,0.23,-48.56,-25.52,-44.85,8.96,-7.82,14.08,429.42,18.53,9131.67
5902,0.22,-0.45,0.34,-22.63,4.11,-44.85,-1.0,-18.93,17.78,429.38,20.23,9135.0
5903,-0.26,-0.04,0.04,18.6,-29.71,15.22,-25.19,11.52,-5.26,241.08,9.89,10003.33
5904,-0.08,0.22,-0.22,44.19,-3.78,29.71,-43.37,5.26,-4.11,428.25,8.34,9173.33
5905,-0.19,0.48,-0.48,18.26,-26.0,33.41,-43.37,5.26,-4.11,428.25,8.34,9173.33
5906,0.26,0.07,-0.18,-41.15,7.82,-26.67,-9.22,-14.08,15.22,657.29,18.67,6805.0
5907,0.3,-0.07,-0.22,-51.93,18.93,-44.85,-20.67,-7.82,14.08,712.41,20.23,4805.0
5908,-0.11,0.6,-0.89,18.93,-15.22,0.08,-55.63,12.67,-1.56,899.87,16.97,3958.33
5909,-0.63,1.01,-1.15,63.86,-49.04,45.34,-86.08,20.89,-17.19,670.86,20.49,6336.67
5910,-0.49,0.75,-0.93,74.64,-74.64,52.75,-60.15,13.49,-19.75,428.55,27.41,9170.0
5911,-0.6,0.52,-0.52,49.04,-78.34,52.75,-45.67,23.45,-27.15,481.22,32.37,7253.33
5912,-0.53,0.52,-0.56,63.53,-78.34,67.56,-45.67,23.45,-27.15,481.22,15.11,7243.33
5913,-0.26,0.33,-0.15,4.11,-29.71,18.93,-22.63,11.52,-4.11,481.05,13.37,7256.67
5914,-0.34,0.3,-0.3,4.11,-51.93,4.44,-22.63,0.41,-0.41,241.18,16.89,10016.67
5915,-0.41,0.3,-0.26,-10.37,-51.93,-10.37,-48.56,4.11,-7.82,411.71,20.3,9856.67
5916,-0.37,-0.11,-0.04,-21.81,-59.34,0.41,-41.15,7.82,-15.22,411.65,15.11,9853.33
5917,0.3,-0.85,0.52,-67.08,-6.67,-33.74,-14.41,-7.82,-2.15,411.45,-2.15,9840.0
5918,0.3,-0.85,0.52,-67.08,-6.67,-33.74,-14.41,-7.82,-2.15,240.82,3.23,10000.0
5919,-0.0,-0.26,-0.11,3.78,-47.89,4.11,-70.78,4.11,-25.19,240.95,1.67,10003.33
5920,-0.34,0.27,-0.78,63.86,-89.12,64.19,-101.23,30.86,-41.97,424.1,3.48,9340.0
5921,-0.34,0.45,-0.63,89.78,-70.93,75.3,-75.3,27.15,-34.56,424.2,11.96,9353.33
5922,0.15,0.04,-0.33,48.56,-37.11,15.22,-26.33,14.08,-15.22,424.0,18.7,9350.0
5923,0.04,0.45,-0.45,48.56,-11.52,-14.41,-37.11,4.11,-7.82,461.8,27.23,7933.33
5924,0.04,0.26,-0.59,22.63,-29.71,-25.52,-33.41,11.52,-5.26,461.83,20.3,7933.33
5925,-0.49,0.6,-0.93,53.08,-63.53,56.78,-52.75,28.3,-14.63,462.16,15.12,7923.33
5926,-0.38,0.19,-0.82,53.08,-89.12,86.41,-41.97,38.26,-22.04,241.38,8.19,10020.0
5927,-0.19,-0.11,-0.33,33.74,-40.49,70.78,-25.19,18.93,-1.56,241.18,13.37,10006.67
5928,0.08,-0.3,0.19,-26.34,8.15,14.41,-5.85,-0.41,18.93,240.98,18.56,10016.67
5929,0.45,-0.86,0.89,-60.49,49.37,-67.89,18.34,-23.45,45.67,437.96,23.93,8795.0
5930,0.78,-0.82,0.89,-97.52,49.37,-67.89,28.3,-27.15,34.56,686.63,8.41,5760.0
5931,0.45,-0.63,0.37,-26.67,18.93,-11.52,1.56,-15.22,15.22,931.58,-5.3,2833.33
5932,0.07,-0.07,-0.33,7.48,-22.3,70.78,-15.22,4.11,-5.26,734.66,-3.74,4035.0
5933,-0.15,-0.07,-0.37,7.48,-22.3,67.08,-25.19,10.37,-5.26,485.86,11.78,7090.0
5934,0.48,-0.37,0.11,-51.93,-6.67,-3.78,-1.0,-8.96,10.37,240.82,22.01,10003.33
5935,0.75,-0.56,0.63,-112.01,41.97,-60.15,18.34,-28.3,30.86,240.62,27.19,10020.0
5936,0.86,-0.93,0.82,-86.08,34.56,-86.08,20.89,-30.86,41.97,240.75,27.19,10010.0
5937,0.67,-1.19,1.04,-71.6,41.97,-97.52,20.89,-30.86,41.97,240.75,27.19,10020.0
5938,0.22,-0.67,0.37,-11.52,7.82,-41.15,-16.63,-17.78,22.63,240.85,13.48,10003.33
5939,-0.3,0.34,-0.48,15.22,-18.93,29.71,-43.37,5.26,-4.11,468.83,6.74,7666.67
5940,-0.3,0.34,-0.48,15.22,-18.93,29.71,-40.82,5.26,-4.11,646.82,3.48,7201.67
5941,0.26,-0.45,0.45,-18.93,37.45,-30.37,4.11,-4.11,7.82,646.65,15.41,7221.67
5942,0.37,-0.63,0.82,10.7,41.15,-44.85,4.11,-4.11,7.82,418.8,10.04,9558.33
5943,-0.15,0.3,0.22,37.45,14.41,26.0,-15.22,18.93,-8.96,490.83,10.04,6933.33
5944,-0.15,0.3,0.22,37.45,14.41,26.0,-25.19,15.22,-1.56,490.9,11.82,6920.0
5945,-0.15,0.11,0.07,11.52,-3.78,14.89,-25.19,15.22,-1.56,490.9,11.82,6920.0
5946,0.37,-0.71,0.74,-15.22,52.59,-33.74,1.56,3.29,11.52,240.92,16.78,10016.67
5947,0.22,-0.59,0.74,-29.71,15.56,-55.96,4.11,7.0,11.52,492.08,14.93,6891.67
5948,0.22,-0.41,0.89,-3.78,33.74,-44.85,-18.11,-0.41,7.82,492.01,20.3,6888.33
5949,0.0,-0.19,0.67,7.33,11.52,-37.45,-25.52,-4.11,15.22,678.38,6.56,6083.33
5950,0.11,-0.37,0.56,-4.11,18.93,-15.22,-25.52,-5.26,4.11,598.93,3.23,9000.0
5951,0.19,-0.56,0.37,-15.56,0.74,-11.52,-25.52,-5.26,4.11,598.93,3.23,9003.33
5952,0.41,-0.78,0.6,-26.67,22.96,-18.93,-21.81,-8.96,-5.85,412.6,3.23,9801.67
5953,0.63,-0.56,0.41,2.96,26.67,-29.71,-21.81,-18.93,1.56,462.97,10.15,7885.0
5954,0.48,-0.22,0.3,-22.63,41.15,-37.11,-10.37,-21.48,12.67,463.0,3.18,7878.33
5955,0.67,-0.07,-0.0,-37.11,4.11,-47.89,-14.07,-17.78,22.63,463.03,20.44,7871.67
5956,0.67,-0.07,-0.0,-55.3,-7.0,-47.89,-14.07,-10.37,26.33,240.95,18.7,10000.0
5957,1.34,-0.78,0.56,-89.12,12.34,-89.12,20.89,-20.89,34.56,422.91,34.15,9378.33
5958,1.12,-1.0,0.75,-100.56,19.75,-78.34,24.6,-24.6,24.6,613.5,27.23,8420.0
5959,0.45,-0.3,0.19,-66.74,0.41,-37.11,-24.37,-8.96,-5.85,794.51,22.04,7833.33
5960,0.22,-0.41,0.15,-7.26,-15.22,33.74,-44.85,0.41,-17.78,869.91,16.93,5125.0
5961,0.04,-0.11,0.04,29.78,-7.82,41.15,-41.15,7.82,-15.22,679.26,20.34,6096.67
5962,0.15,-0.52,0.11,44.59,-22.3,70.78,-41.15,7.82,-15.22,700.9,11.82,5263.33
5963,-0.19,-0.11,-0.33,33.74,-40.49,70.78,-41.15,7.82,-15.22,443.6,16.93,8610.0
5964,-0.04,0.0,-0.44,8.15,-40.49,52.59,-51.11,-3.29,-11.52,443.56,15.22,8596.67
5965,-0.08,0.26,-0.22,30.37,-22.3,26.67,-39.67,-5.85,-0.41,241.02,15.22,10023.33
5966,0.45,-0.08,0.11,-0.08,11.52,-55.63,-16.63,-15.22,11.52,240.72,13.48,10020.0
5967,0.45,-0.08,0.11,-0.08,11.52,-55.63,-10.37,-11.52,5.26,240.78,1.44,10016.67
5968,0.82,-0.86,0.56,-82.38,34.56,-89.78,30.86,-28.3,14.63,240.65,-0.37,10020.0
5969,0.56,-0.67,0.75,-100.56,71.6,-63.86,30.86,-27.15,18.34,482.04,-12.48,7218.33
5970,0.3,-0.48,0.34,-41.15,22.96,-15.22,-10.37,-10.37,8.96,658.92,-12.48,6805.0
5971,0.11,-0.45,0.26,-4.11,52.59,-15.22,7.82,-14.08,7.82,912.63,-2.11,3583.33
5972,-0.41,-0.04,-0.0,37.11,-29.71,29.71,-29.71,-4.7,-4.11,869.59,8.23,5125.0
5973,-0.48,-0.04,0.03,26.33,-29.71,14.89,-11.52,1.56,-5.26,923.11,11.63,3125.0
5974,-0.23,0.0,0.22,15.22,-29.71,14.89,-26.0,12.67,-1.56,853.6,13.3,5625.0
5975,0.07,-0.18,-0.0,33.41,-18.26,4.11,-7.82,18.93,-2.7,655.59,9.89,6885.0
5976,-0.23,-0.04,0.04,18.6,-29.71,15.22,-37.45,15.22,-12.67,425.29,15.27,9308.33
